"key","dogstatsd_relevant","reason"
"cloud_foundry_cc.client_secret","false","prefix indicates non-DSD subsystem"
"cloud_foundry_cc.poll_interval","false","prefix indicates non-DSD subsystem"
"cloud_foundry_cc.skip_ssl_validation","false","prefix indicates non-DSD subsystem"
"cloud_foundry_cc.url","false","prefix indicates non-DSD subsystem"
"cloud_foundry_container_tagger.retry_count","false","prefix indicates non-DSD subsystem"
"cloud_foundry_container_tagger.retry_interval","false","prefix indicates non-DSD subsystem"
"cloud_foundry_container_tagger.shell_path","false","prefix indicates non-DSD subsystem"
"cloud_foundry_garden","false","prefix indicates non-DSD subsystem"
"cloud_foundry_garden.listen_address","false","prefix indicates non-DSD subsystem"
"cloud_foundry_garden.listen_network","false","prefix indicates non-DSD subsystem"
"cloud_provider_account_id","false","inventories cloud account ID not DogStatsD"
"cloud_provider_metadata","true","cloud metadata may affect host tags on metrics"
"cluster_agent.allow_legacy_tls","false","prefix indicates non-DSD subsystem"
"cluster_agent.appsec.injector.annotations","false","prefix indicates non-DSD subsystem"
"cluster_agent.appsec.injector.base_backoff","false","prefix indicates non-DSD subsystem"
"cluster_agent.appsec.injector.enabled","false","prefix indicates non-DSD subsystem"
"cluster_agent.appsec.injector.istio.namespace","false","prefix indicates non-DSD subsystem"
"cluster_agent.appsec.injector.labels","false","prefix indicates non-DSD subsystem"
"cluster_agent.appsec.injector.max_backoff","false","prefix indicates non-DSD subsystem"
"cluster_agent.appsec.injector.mode","false","prefix indicates non-DSD subsystem"
"cluster_agent.appsec.injector.processor.service.name","false","prefix indicates non-DSD subsystem"
"cluster_agent.appsec.injector.processor.service.namespace","false","prefix indicates non-DSD subsystem"
"cluster_agent.auth_token","false","prefix indicates non-DSD subsystem"
"cluster_agent.client_reconnect_period_seconds","false","prefix indicates non-DSD subsystem"
"cluster_agent.cluster_tagger.grpc_max_message_size","false","prefix indicates non-DSD subsystem"
"cluster_agent.cmd_port","false","prefix indicates non-DSD subsystem"
"cluster_agent.collect_kubernetes_tags","false","prefix indicates non-DSD subsystem"
"cluster_agent.enabled","false","prefix indicates non-DSD subsystem"
"cluster_agent.isolation_segments_tags","false","prefix indicates non-DSD subsystem"
"cluster_agent.kube_metadata_collection.enabled","false","prefix indicates non-DSD subsystem"
"cluster_agent.kube_metadata_collection.resource_annotations_exclude","false","prefix indicates non-DSD subsystem"
"cluster_agent.kube_metadata_collection.resources","false","prefix indicates non-DSD subsystem"
"cluster_agent.kubernetes_resources_collection.deployment_annotations_exclude","false","prefix indicates non-DSD subsystem"
"cluster_agent.kubernetes_resources_collection.pod_annotations_exclude","false","prefix indicates non-DSD subsystem"
"cluster_agent.kubernetes_service_name","false","prefix indicates non-DSD subsystem"
"cluster_agent.language_detection.cleanup.language_ttl","false","prefix indicates non-DSD subsystem"
"cluster_agent.language_detection.cleanup.period","false","prefix indicates non-DSD subsystem"
"cluster_agent.language_detection.patcher.base_backoff","false","prefix indicates non-DSD subsystem"
"cluster_agent.language_detection.patcher.enabled","false","prefix indicates non-DSD subsystem"
"cluster_agent.language_detection.patcher.max_backoff","false","prefix indicates non-DSD subsystem"
"cluster_agent.max_leader_connections","false","prefix indicates non-DSD subsystem"
"cluster_agent.mcp.enabled","false","prefix indicates non-DSD subsystem"
"cluster_agent.mcp.endpoint","false","prefix indicates non-DSD subsystem"
"cluster_agent.refresh_on_cache_miss","false","prefix indicates non-DSD subsystem"
"cluster_agent.serve_nozzle_data","false","prefix indicates non-DSD subsystem"
"cluster_agent.server.idle_timeout_seconds","false","prefix indicates non-DSD subsystem"
"cluster_agent.server.read_timeout_seconds","false","prefix indicates non-DSD subsystem"
"cluster_agent.server.write_timeout_seconds","false","prefix indicates non-DSD subsystem"
"cluster_agent.service_account_name","false","prefix indicates non-DSD subsystem"
"cluster_agent.sidecars_tags","false","prefix indicates non-DSD subsystem"
"cluster_agent.tagging_fallback","false","prefix indicates non-DSD subsystem"
"cluster_agent.token_name","false","prefix indicates non-DSD subsystem"
"cluster_agent.tracing.enabled","false","prefix indicates non-DSD subsystem"
"cluster_agent.tracing.env","false","prefix indicates non-DSD subsystem"
"cluster_agent.tracing.sample_rate","false","prefix indicates non-DSD subsystem"
"cluster_agent.url","false","prefix indicates non-DSD subsystem"
"cluster_checks.advanced_dispatching_enabled","false","prefix indicates non-DSD subsystem"
"cluster_checks.clc_runners_port","false","prefix indicates non-DSD subsystem"
"cluster_checks.cluster_tag_name","false","prefix indicates non-DSD subsystem"
"cluster_checks.crd_collection","false","prefix indicates non-DSD subsystem"
"cluster_checks.enabled","false","prefix indicates non-DSD subsystem"
"cluster_checks.exclude_checks","false","prefix indicates non-DSD subsystem"
"cluster_checks.exclude_checks_from_dispatching","false","prefix indicates non-DSD subsystem"
"cluster_checks.extra_tags","false","prefix indicates non-DSD subsystem"
"cluster_checks.ksm_sharding_enabled","false","prefix indicates non-DSD subsystem"
"cluster_checks.node_expiration_timeout","false","prefix indicates non-DSD subsystem"
"cluster_checks.rebalance_min_percentage_improvement","false","prefix indicates non-DSD subsystem"
"cluster_checks.rebalance_period","false","prefix indicates non-DSD subsystem"
"cluster_checks.rebalance_with_utilization","false","prefix indicates non-DSD subsystem"
"cluster_checks.support_hybrid_ignore_ad_tags","false","prefix indicates non-DSD subsystem"
"cluster_checks.unscheduled_check_threshold","false","prefix indicates non-DSD subsystem"
"cluster_checks.warmup_duration","false","prefix indicates non-DSD subsystem"
"cluster_name","true","cluster name tag applied to DogStatsD metrics"
"cluster_trust_chain.ca_cert_file_path","false","prefix indicates non-DSD subsystem"
"cluster_trust_chain.ca_key_file_path","false","prefix indicates non-DSD subsystem"
"cluster_trust_chain.enable_tls_verification","false","prefix indicates non-DSD subsystem"
"cmd.check.fullsketches","false","CLI check command not DogStatsD"
"cmd_host","false","agent CLI IPC host not DogStatsD"
"cmd_port","false","agent CLI IPC port not DogStatsD"
"collect_ccrid","false","container runtime ID collection not DogStatsD"
"collect_ec2_instance_info","false","EC2 instance info collection not DogStatsD"
"collect_ec2_tags","false","prefix indicates non-DSD subsystem"
"collect_ec2_tags_use_imds","false","prefix indicates non-DSD subsystem"
"collect_gce_tags","false","prefix indicates non-DSD subsystem"
"collect_gpu_tags","false","GPU tag collection not DogStatsD"
"collect_kubernetes_events","false","prefix indicates non-DSD subsystem"
"common_root","false","internal file path config not DogStatsD"
"compliance_config","false","prefix indicates non-DSD subsystem"
"compliance_config.check_interval","false","prefix indicates non-DSD subsystem"
"compliance_config.check_max_events_per_run","false","prefix indicates non-DSD subsystem"
"compliance_config.container_exclude","false","prefix indicates non-DSD subsystem"
"compliance_config.container_include","false","prefix indicates non-DSD subsystem"
"compliance_config.database_benchmarks.enabled","false","prefix indicates non-DSD subsystem"
"compliance_config.dir","false","prefix indicates non-DSD subsystem"
"compliance_config.enabled","false","prefix indicates non-DSD subsystem"
"compliance_config.endpoints.additional_endpoints","false","prefix indicates non-DSD subsystem"
"compliance_config.endpoints.batch_max_concurrent_send","false","prefix indicates non-DSD subsystem"
"compliance_config.endpoints.batch_max_content_size","false","prefix indicates non-DSD subsystem"
"compliance_config.endpoints.batch_max_size","false","prefix indicates non-DSD subsystem"
"compliance_config.endpoints.batch_wait","false","prefix indicates non-DSD subsystem"
"compliance_config.endpoints.compression_kind","false","prefix indicates non-DSD subsystem"
"compliance_config.endpoints.compression_level","false","prefix indicates non-DSD subsystem"
"compliance_config.endpoints.connection_reset_interval","false","prefix indicates non-DSD subsystem"
"compliance_config.endpoints.dd_url","false","prefix indicates non-DSD subsystem"
"compliance_config.endpoints.dev_mode_no_ssl","false","prefix indicates non-DSD subsystem"
"compliance_config.endpoints.input_chan_size","false","prefix indicates non-DSD subsystem"
"compliance_config.endpoints.logs_dd_url","false","prefix indicates non-DSD subsystem"
"compliance_config.endpoints.logs_no_ssl","false","prefix indicates non-DSD subsystem"
"compliance_config.endpoints.sender_backoff_base","false","prefix indicates non-DSD subsystem"
"compliance_config.endpoints.sender_backoff_factor","false","prefix indicates non-DSD subsystem"
"compliance_config.endpoints.sender_backoff_max","false","prefix indicates non-DSD subsystem"
"compliance_config.endpoints.sender_recovery_interval","false","prefix indicates non-DSD subsystem"
"compliance_config.endpoints.sender_recovery_reset","false","prefix indicates non-DSD subsystem"
"compliance_config.endpoints.use_compression","false","prefix indicates non-DSD subsystem"
"compliance_config.endpoints.use_v2_api","false","prefix indicates non-DSD subsystem"
"compliance_config.endpoints.zstd_compression_level","false","prefix indicates non-DSD subsystem"
"compliance_config.exclude_pause_container","false","prefix indicates non-DSD subsystem"
"compliance_config.host_benchmarks.enabled","false","prefix indicates non-DSD subsystem"
"compliance_config.metrics.enabled","false","prefix indicates non-DSD subsystem"
"compliance_config.opa.metrics.enabled","false","prefix indicates non-DSD subsystem"
"compliance_config.run_commands_as","false","prefix indicates non-DSD subsystem"
"compliance_config.run_in_system_probe","false","prefix indicates non-DSD subsystem"
"compliance_config.xccdf.enabled","false","prefix indicates non-DSD subsystem"
"compression_kind","true","forwarder compression affects metric payloads"
"compression_level","true","forwarder compression affects metric payloads"
"conf_path","false","agent config file path not DogStatsD"
"confd_path","false","agent conf.d directory path not DogStatsD"
"config_id","false","agent config identifier not DogStatsD"
"config_providers","false","prefix indicates non-DSD subsystem"
"config_providers.ca_file","false","prefix indicates non-DSD subsystem"
"config_providers.ca_path","false","prefix indicates non-DSD subsystem"
"config_providers.cert_file","false","prefix indicates non-DSD subsystem"
"config_providers.grace_time_seconds","false","prefix indicates non-DSD subsystem"
"config_providers.key_file","false","prefix indicates non-DSD subsystem"
"config_providers.password","false","prefix indicates non-DSD subsystem"
"config_providers.polling","false","prefix indicates non-DSD subsystem"
"config_providers.template_dir","false","prefix indicates non-DSD subsystem"
"config_providers.template_url","false","prefix indicates non-DSD subsystem"
"config_providers.token","false","prefix indicates non-DSD subsystem"
"config_providers.username","false","prefix indicates non-DSD subsystem"
"connect_retry_attempts","true","remote agent client retry for workload metadata"
"connect_retry_backoff","true","remote agent client retry for workload metadata"
"connection_reset_interval","true","forwarder connection reset affects metric sends"
"container_cgroup_root","true","cgroup root used for container/origin detection"
"container_env_as_tags","true","container env tags enrich DogStatsD metrics"
"container_exclude","true","container filtering may affect metric sources"
"container_exclude_logs","false","logs-only exclusion, not DogStatsD"
"container_exclude_metrics","true","directly excludes metrics collection"
"container_exclude_stopped_age","false","container lifecycle mgmt, not DogStatsD"
"container_image.additional_endpoints","false","prefix indicates non-DSD subsystem"
